ID;Target;P1;P2;P3;P4;P5;P6;P7;P8;P9;P10;P11;P12;P13;P14;P15;P16;P17;P18;P19;P20;P21;P22;P23;P24;P25;P26;P27;P28;P29;P30;P31
2660725;;0,00;30,00;;0,00;0,00;1,00;0,99;1,10;0,02;56,33;31,67;26,81;7,73;9,70;17,11;5,53;345,37;0,00;0,33;0,00;-0,13;493,36;463,98;98,33;345,24;1,64;0,13;0,00;9,54;0,97;9,54
2660756;;0,00;26,00;5,91;0,00;0,00;1,08;1,16;1,25;0,00;17,00;11,67;8,59;2,58;0,00;8,59;5,53;74,13;0,00;0,00;0,00;0,00;85,60;76,63;57,67;70,05;0,56;0,07;0,07;3,45;1,13;3,45
2660984;;0,00;30,33;19,14;0,00;0,00;0,99;0,99;0,56;0,46;23,00;23,00;8,50;1,76;7,79;0,71;5,53;452,13;0,00;0,33;0,00;-0,22;730,53;715,78;104,00;451,62;0,88;0,07;0,00;16,60;0,80;18,99
2661125;;0,00;30,33;13,79;0,00;0,00;0,99;1,10;1,08;0,00;44,00;53,00;112,57;14,12;6,78;105,79;5,53;449,65;0,00;0,00;0,00;2,01;1020,66;903,98;124,33;447,76;1,82;0,13;0,00;9,92;1,21;14,71
2661202;;0,00;30,00;;0,00;0,00;1,00;0,97;0,88;0,07;20,33;110,33;7,02;6,11;0,31;6,71;5,53;81,79;2,20;0,67;0,00;-0,58;148,72;140,48;30,33;79,66;1,45;0,20;0,20;8,26;0,00;10,46
2661268;;0,00;30,00;10,24;0,00;0,00;1,00;0,45;0,41;31,91;15,67;31,00;266,23;32,15;266,06;0,17;5,53;69,02;0,00;14,67;0,00;-8,42;1150,17;883,71;68,00;69,02;1,67;0,27;0,20;3,45;0,33;3,45
2661331;;0,00;;5,08;0,00;0,00;0,99;1,01;0,84;0,00;20,00;19,33;18,29;1,74;0,00;18,29;5,53;728,47;0,00;0,00;0,00;0,00;576,38;551,76;111,67;728,47;1,11;0,07;0,00;3,08;1,50;3,08
2661336;;0,00;17,00;6,72;0,00;0,00;0,94;0,98;0,82;0,00;23,33;15,67;0,73;0,00;0,11;0,63;5,53;26,60;0,00;0,00;0,00;-0,23;30,07;29,10;31,67;;0,00;0,00;0,00;;0,86;5,10
2661369;;0,00;30,00;12,71;0,00;0,00;0,97;0,99;1,15;0,34;44,33;75,67;3,87;33,83;0,18;3,69;5,53;301,73;0,00;0,33;0,00;-0,22;350,77;345,14;111,33;301,73;2,02;0,00;0,13;9,92;0,61;9,92
2661534;;0,00;23,67;7,34;0,00;0,00;1,10;0,89;0,86;0,16;13,67;39,00;0,19;0,16;0,14;0,04;5,53;137,31;0,00;0,67;0,00;-1,17;108,19;106,83;46,67;137,31;0,16;0,00;0,00;;1,29;6,56
2662099;;0,00;30,33;15,22;0,00;0,00;0,99;0,99;1,47;1,92;89,33;198,33;86,02;67,82;4,81;81,21;;256,45;0,00;3,33;0,00;-0,27;406,41;304,21;157,67;256,45;1,56;0,07;0,27;14,34;1,00;14,34
2662188;;0,00;2,33;;0,00;0,00;0,43;0,96;0,00;0,10;4,00;4,67;0,00;0,10;0,00;0,00;5,53;8,75;3,97;0,33;0,00;-1,16;8,11;7,80;6,67;17,49;0,10;0,00;0,00;9,40;0,85;13,37
2662235;;0,00;30,33;18,71;0,00;0,00;0,99;1,19;1,13;0,00;16,33;21,33;26,05;5,05;1,31;24,74;;78,91;0,00;0,00;4,93;5,45;168,28;140,56;41,33;78,91;2,53;0,27;0,07;9,54;1,71;9,54
2662306;;0,00;30,33;25,05;0,00;0,00;0,99;1,17;1,15;9,79;157,33;106,00;103,57;90,98;6,59;96,97;5,53;592,86;0,00;7,33;-2,05;6,42;709,07;576,28;556,33;;1,39;0,20;0,13;14,34;2,43;14,34
2662450;;0,00;28,33;43,22;0,00;0,00;1,06;0,87;1,22;1,66;53,33;135,67;3,06;9,21;0,10;2,96;7,03;127,60;10,75;1,67;0,00;-8,13;96,08;88,01;122,33;125,48;0,81;0,00;0,07;25,08;1,25;35,83
2662466;;0,00;;8,03;0,00;0,00;1,08;1,26;0,62;0,00;14,00;23,33;7,01;14,26;0,12;6,89;5,53;41,64;0,00;0,00;0,00;3,13;126,61;119,44;19,33;;1,74;0,13;0,27;3,45;1,20;3,45
2662687;;0,00;29,00;30,36;0,00;0,00;1,03;1,01;1,27;20,01;50,33;107,67;206,79;233,76;7,91;198,88;5,53;789,73;0,00;9,33;0,00;0,64;603,87;380,62;471,33;789,26;1,73;0,27;0,27;14,34;1,08;14,34
2663204;;0,00;30,33;14,80;0,00;0,00;0,99;1,00;0,84;0,00;27,67;115,33;0,53;0,89;0,16;0,37;5,53;357,68;0,00;0,00;0,00;0,05;233,51;232,84;182,33;;0,89;0,00;0,00;9,54;1,11;14,46
2663286;;0,00;30,33;23,77;0,00;0,00;0,99;0,97;0,98;53,44;58,00;107,33;152,31;232,61;56,86;95,44;5,53;944,86;0,00;10,33;0,00;-0,95;453,64;280,89;516,67;930,35;2,10;0,40;0,27;20,04;0,98;20,04
2663631;;0,00;30,33;18,57;0,00;0,00;0,99;0,99;1,27;0,00;23,00;103,33;5,92;1,44;0,17;5,75;5,53;284,17;0,00;0,00;0,00;-0,21;327,68;313,07;67,00;284,17;0,38;0,20;0,13;14,34;1,07;18,42
2664182;;0,00;11,00;4,02;4,00;0,00;0,82;1,05;0,50;0,00;7,33;20,33;1,23;0,00;0,00;1,23;5,53;10,16;0,00;0,00;0,00;0,00;37,19;35,96;8,33;10,16;0,00;0,13;0,00;3,30;1,07;3,30
2664445;;0,00;8,33;5,43;0,00;0,00;1,44;1,20;0,32;0,00;4,00;11,67;0,47;1,93;0,00;0,47;5,53;4,02;0,00;0,00;0,00;0,00;2,10;1,63;4,33;3,64;1,13;0,10;0,27;;1,80;5,00
2664449;;0,00;;42,19;0,00;0,00;0,99;1,01;;0,00;60,67;341,33;75,94;17,70;7,95;67,99;5,53;295,78;20,85;0,00;0,00;0,54;649,56;566,97;227,67;295,08;2,57;0,13;0,07;16,28;0,33;41,21
2664660;;0,00;30,33;;0,00;0,00;0,99;1,01;1,01;1,35;50,00;62,67;19,78;13,07;6,07;13,71;;484,11;0,00;2,33;0,00;0,14;458,81;421,57;453,67;483,34;1,63;0,00;0,07;;0,75;9,54
2664834;;0,00;;14,59;0,00;0,00;1,07;1,05;0,81;0,11;28,00;64,67;11,93;15,11;0,09;11,83;;306,81;0,00;0,33;0,00;1,12;176,49;164,44;130,33;304,07;2,69;0,07;0,07;13,96;1,21;13,96
2665068;;0,00;;7,40;0,00;0,00;0,97;0,97;0,31;0,26;14,67;12,33;23,66;1,04;0,00;23,66;5,53;94,46;0,00;0,33;-0,29;-0,30;242,21;218,54;28,67;94,46;0,76;0,33;0,20;7,20;0,89;7,20
2665731;;0,00;30,33;;0,00;0,00;0,99;0,99;0,78;6,48;66,00;111,33;160,22;116,56;4,94;155,28;5,53;362,37;0,00;4,67;0,00;-0,23;609,36;436,30;245,00;362,37;2,35;0,27;0,40;21,10;1,06;25,18
2665884;;0,00;20,33;;0,00;0,00;1,18;1,01;;0,08;8,33;6,00;39,48;0,08;39,48;0,00;5,53;47,85;0,00;0,67;0,00;0,00;87,51;47,69;7,67;47,85;0,08;0,20;0,13;3,45;1,00;3,45
2666380;;0,00;30,00;14,69;0,00;0,00;0,97;0,97;0,91;0,00;46,67;89,33;119,86;234,15;0,21;119,65;5,53;511,40;0,00;0,00;0,00;-0,60;298,05;170,52;163,00;510,78;5,28;0,40;0,53;13,96;1,84;13,96
2666577;;0,00;30,33;16,24;0,00;0,00;0,99;0,69;0,76;22,06;92,33;56,00;208,21;64,11;30,22;177,99;5,53;1273,78;0,00;21,33;-5,92;-7,47;791,48;583,18;535,00;1267,93;1,38;0,33;0,13;;0,20;9,54
2666728;;0,00;30,00;9,54;0,00;0,00;0,97;1,00;0,96;0,00;14,00;25,33;1,51;0,07;1,25;0,26;;124,29;0,00;0,00;0,00;0,00;138,98;133,12;69,67;;0,07;0,00;0,07;9,54;0,43;9,54
2667061;;0,00;7,33;4,51;11,00;0,00;0,95;1,05;0,00;0,00;8,67;23,67;3,88;0,42;0,79;3,09;7,03;1,72;0,00;0,00;0,00;0,00;14,93;10,92;3,67;1,28;0,42;0,33;0,13;4,32;2,11;4,32
2667116;;0,00;30,33;16,07;0,00;0,00;0,99;1,21;;2,04;21,67;63,00;8,43;7,98;0,18;8,24;5,53;259,55;0,00;2,33;0,02;5,18;143,25;133,81;133,33;259,55;1,59;0,07;0,07;14,34;1,00;14,34
2667126;;0,00;30,33;22,29;0,00;0,00;0,99;1,35;0,88;1,19;67,33;135,67;81,57;36,93;1,71;79,86;;249,75;0,00;2,00;12,16;11,85;339,00;253,94;209,33;249,76;1,02;0,33;0,13;4,32;1,58;4,32
2667133;;0,00;;9,70;0,00;0,00;1,46;1,03;1,55;0,00;11,67;15,67;5,94;1,33;0,25;5,69;5,53;3,31;0,00;0,00;0,00;0,51;16,10;10,16;4,00;;0,66;0,27;0,07;;1,22;9,54
2667156;;0,00;28,00;20,01;0,00;0,00;1,00;0,99;1,05;5,83;64,00;98,67;32,27;47,10;7,16;25,12;5,53;204,12;3,97;6,00;0,00;-0,19;152,43;117,68;232,33;;1,04;0,27;0,13;;1,01;13,89
2667676;;14,29;;16,63;0,00;1,00;0,99;1,16;0,74;25,44;19,67;23,33;38,18;69,73;16,24;21,94;;278,73;0,00;27,33;0,00;4,11;170,86;111,30;207,33;278,73;2,23;0,20;0,33;9,54;0,85;14,46
2667696;;0,00;30,33;14,27;0,00;0,00;0,99;0,73;1,01;0,81;18,33;49,67;2,94;18,64;0,46;2,49;;329,67;0,00;0,33;-4,68;-5,86;267,69;264,58;132,33;493,71;3,41;0,07;0,03;;0,56;9,65
2668372;;0,00;30,00;26,91;4,00;0,00;0,97;1,04;1,26;0,04;34,67;57,33;38,91;1,67;0,00;38,91;5,53;69,42;0,00;0,33;0,00;1,44;184,20;77,33;82,33;;1,67;0,20;0,07;16,60;1,09;21,39
2668456;;0,00;29,00;8,78;0,00;0,00;0,97;0,95;0,84;0,00;24,00;22,33;13,71;2,60;0,00;13,71;5,53;55,70;0,00;0,00;0,00;-0,61;62,80;49,09;51,67;55,70;0,43;0,33;0,00;7,20;1,21;7,20
2668584;;0,00;30,33;10,55;0,00;0,00;0,99;0,99;1,00;0,00;28,00;43,33;2,79;1,68;0,00;2,79;;236,61;0,00;0,00;0,00;-0,21;337,07;330,39;181,67;;0,71;0,00;0,00;9,54;0,53;9,54
2668689;;0,00;29,67;46,63;0,00;0,00;0,94;1,05;0,82;14,25;90,00;114,33;160,94;106,92;18,64;142,30;5,53;491,41;0,00;12,00;0,00;3,64;562,36;398,68;279,33;490,62;1,38;0,07;0,00;16,28;1,48;16,28
2669658;;0,00;;35,22;0,00;0,00;0,99;1,06;0,93;0,00;37,33;160,33;38,77;11,99;1,13;37,63;;693,08;0,00;0,00;0,00;3,28;1165,58;1124,67;287,33;693,08;3,18;0,07;0,07;16,60;0,57;21,39
2669784;;0,00;30,33;15,37;0,00;0,00;0,99;1,11;0,93;1,82;71,00;63,33;67,83;41,14;15,22;52,61;5,53;218,15;0,00;3,33;0,00;2,45;341,91;269,58;133,67;217,49;1,05;0,33;0,13;9,54;0,97;14,46
2669847;;0,00;30,33;15,41;0,00;0,00;0,99;0,94;1,12;0,10;42,33;83,67;5,84;10,08;1,04;4,80;5,53;562,70;0,00;0,33;0,00;-1,43;371,11;365,27;177,67;556,77;6,27;0,00;0,07;9,54;0,54;14,46
2669871;;0,00;17,33;10,52;0,00;0,00;1,15;1,01;2,05;1,28;20,00;46,33;1,97;2,09;0,00;1,97;;19,09;0,00;0,33;0,00;0,09;33,49;30,28;13,33;19,09;1,05;0,13;0,13;9,92;1,13;9,92
2670078;;0,00;30,33;28,06;0,00;0,00;0,99;0,98;0,80;1,24;59,33;113,00;61,13;194,27;2,26;58,87;5,53;827,48;0,00;1,00;0,00;-0,93;473,22;411,78;354,33;959,28;4,75;0,13;0,20;17,00;1,35;17,00
2670260;;0,00;25,00;24,45;6,00;0,00;1,20;1,03;3,00;2,63;26,00;103,67;162,53;136,03;0,57;161,96;5,53;144,20;0,00;1,33;0,00;1,09;183,14;0,94;141,33;143,54;1,12;0,93;0,87;17,65;1,04;21,73
2670458;;0,00;30,33;19,79;0,00;0,00;0,99;0,95;;2,12;81,33;105,00;35,73;70,39;10,04;25,69;5,53;848,25;1,06;2,67;0,00;-1,60;516,19;442,95;403,67;846,96;2,14;0,00;0,13;9,54;0,53;10,60
2670486;;0,00;30,33;17,67;0,00;0,00;0,99;0,94;0,71;7,60;40,33;42,67;26,94;42,94;0,87;26,07;5,53;206,59;0,00;2,67;-1,15;-1,48;172,45;143,88;173,67;205,13;2,04;0,07;0,20;16,28;0,80;16,28
2670615;;0,00;29,67;;0,00;0,00;0,94;1,01;;0,00;45,33;70,00;35,73;5,66;0,00;35,73;5,53;332,54;3,97;0,00;0,00;0,12;574,62;511,17;163,33;332,43;1,58;0,07;0,00;;0,46;13,50
2670672;;0,00;28,00;8,08;0,00;0,00;0,89;1,00;0,80;0,00;18,00;14,00;22,57;38,32;0,00;22,57;5,53;101,47;0,00;0,00;0,00;0,00;98,12;74,91;63,00;;2,12;0,20;0,33;8,08;1,00;8,08
2670727;;0,00;26,67;;0,00;0,00;1,01;0,98;1,09;0,00;20,00;12,00;55,61;23,67;7,78;47,82;5,53;82,28;1,06;0,00;0,00;-0,82;126,90;71,29;45,67;82,28;1,38;0,40;0,40;19,17;0,75;20,23
2670942;;0,00;;;0,00;0,00;0,99;1,18;;0,00;19,33;48,67;40,94;83,64;0,00;40,94;5,53;134,94;0,00;0,00;0,00;3,65;123,27;81,71;75,67;152,67;3,51;0,17;0,27;9,16;0,79;9,16
2670959;;0,00;30,00;20,71;0,00;0,00;1,00;1,00;0,12;0,00;19,00;35,00;26,26;4,52;0,00;26,26;5,53;52,87;3,97;0,00;0,00;-0,03;113,33;84,35;33,00;52,87;0,71;0,27;0,27;16,60;1,20;20,57
2671083;;0,00;;;0,00;0,00;0,99;1,00;0,69;0,00;6,00;10,33;1,02;1,80;0,00;1,02;5,53;650,29;0,00;0,00;0,00;0,00;283,03;282,01;55,67;650,29;1,80;0,07;0,07;9,54;1,00;9,54
2671313;;0,00;20,00;;0,00;0,00;0,90;0,76;0,53;0,00;13,67;16,33;19,06;0,98;10,18;8,87;5,53;5,22;0,00;0,00;0,00;0,00;77,16;56,18;6,00;5,22;0,49;0,33;0,27;0,78;0,00;0,78
2671703;;0,00;30,33;16,09;0,00;0,00;0,99;0,94;0,80;0,00;48,67;175,33;103,36;77,26;0,00;103,36;5,53;1126,56;0,00;0,00;0,00;-1,55;711,01;607,54;244,00;1121,46;4,92;0,20;0,00;14,34;0,75;14,34
2671845;;0,00;27,67;15,93;0,00;0,00;1,01;1,13;1,20;11,31;12,33;9,33;6,96;12,57;0,16;6,80;5,53;187,08;1,06;16,67;0,00;3,20;275,76;268,75;51,67;185,55;0,70;0,13;0,33;3,08;1,26;4,14
2672161;;0,00;30,00;;0,00;0,00;1,00;1,07;0,89;1,45;29,00;61,00;36,40;51,68;6,17;30,23;;254,84;0,00;2,33;0,00;1,14;134,32;97,92;124,33;254,84;1,33;0,40;0,40;;0,75;6,56
2672363;;0,00;29,67;;0,00;0,00;0,94;0,99;0,65;0,72;40,33;100,00;34,32;24,36;0,15;34,17;5,53;110,31;3,97;0,33;0,00;-0,34;458,58;409,74;63,00;109,79;0,92;0,13;0,20;16,28;0,78;24,33
2672371;;0,00;30,33;9,58;0,00;0,00;0,99;1,00;1,16;0,00;26,67;42,00;21,72;46,26;0,00;21,72;5,53;504,92;0,00;0,00;0,00;-0,07;561,51;530,85;143,00;;8,33;0,00;0,13;9,54;1,31;9,54
2672474;;0,00;29,33;23,54;0,00;0,00;0,99;1,14;1,20;0,08;17,67;35,33;13,27;11,87;0,16;13,12;5,53;172,48;0,00;0,33;4,96;4,90;168,62;154,45;110,33;172,48;1,85;0,07;0,07;7,20;0,71;7,20
2672722;;0,00;;16,73;0,00;0,00;0,99;1,31;;11,08;13,67;39,67;1,53;29,95;0,04;1,48;5,53;82,03;3,97;6,33;7,18;7,87;305,64;297,27;56,00;;2,55;0,00;0,33;9,92;0,98;16,28
2672840;;0,00;30,33;;0,00;0,00;0,99;1,01;0,78;44,94;76,00;187,00;148,49;181,41;69,41;79,08;5,43;1677,58;0,00;23,00;0,00;0,61;1162,42;755,14;383,33;1666,73;2,31;0,13;0,07;16,60;0,61;16,60
2672874;;0,00;30,33;;2,00;0,00;0,99;1,06;;4,54;50,33;226,00;52,31;77,97;5,72;46,59;5,53;394,33;0,00;2,67;-1,20;2,47;320,09;260,89;148,67;378,23;2,95;0,27;0,27;16,60;1,88;19,79
2673012;;0,00;;14,66;0,00;0,00;0,99;1,08;1,71;105,71;43,33;122,33;72,22;119,30;56,53;15,69;5,53;250,23;3,97;35,00;0,00;1,79;159,59;85,52;122,67;;2,91;0,40;0,40;9,54;1,01;13,50
2673304;;0,00;30,33;14,83;0,00;0,00;0,99;1,13;1,04;5,14;39,33;46,00;35,66;25,69;11,00;24,66;7,03;200,45;0,00;2,00;0,00;2,87;263,04;226,25;113,33;198,59;2,03;0,20;0,27;14,76;1,14;14,76
2673341;;0,00;25,67;;0,00;0,00;0,97;1,00;1,01;13,70;14,33;19,67;33,08;51,96;8,48;24,61;5,53;317,43;0,00;1,67;0,00;-0,04;108,47;72,47;37,00;317,43;6,84;0,40;0,40;8,08;0,00;8,08
2673529;;0,00;;4,88;0,00;0,00;0,76;1,03;1,13;0,00;17,00;25,33;4,29;0,22;1,34;2,95;5,53;45,07;0,00;0,00;0,00;0,00;79,82;75,52;37,00;45,07;0,14;0,13;0,00;4,71;2,50;4,71
2673638;;6,67;30,33;9,92;0,00;1,00;0,99;1,00;1,25;0,97;35,67;29,00;27,78;12,47;18,86;8,92;;155,02;0,00;1,67;0,00;0,00;286,82;258,73;100,67;155,02;1,04;0,13;0,07;9,92;1,02;9,92
2673900;;0,00;;9,57;0,00;0,00;1,13;1,88;0,98;0,27;27,00;41,67;14,13;1,51;0,24;13,88;5,53;115,82;0,00;0,33;0,00;0,00;76,66;62,14;25,67;115,07;0,99;0,20;0,07;4,32;1,09;4,32
2673957;;0,00;29,00;;18,00;0,00;1,03;1,05;1,16;0,65;17,67;40,33;19,46;3,48;0,09;19,37;5,53;244,80;0,00;0,67;-0,07;1,75;204,49;185,03;151,33;244,80;0,44;0,07;0,13;;1,84;16,28
2674056;;0,00;;10,34;0,00;0,00;0,99;1,16;;0,36;41,67;57,67;31,91;76,51;0,51;31,40;5,53;911,49;0,00;0,33;0,00;2,42;956,45;922,29;259,33;911,49;4,48;0,07;0,13;9,54;1,15;9,54
2674154;;0,00;;5,76;0,00;0,00;0,98;1,40;;15,96;20,33;31,33;35,38;41,17;0,00;35,38;;201,60;0,00;0,67;0,00;0,00;132,90;97,52;83,00;199,80;2,80;0,27;0,20;;0,00;8,08
2674829;;0,00;30,33;14,34;0,00;0,00;0,99;1,00;0,98;0,00;29,67;70,00;31,02;32,38;0,28;30,74;;458,63;0,00;0,00;0,00;0,00;894,73;599,87;224,67;458,63;0,86;0,07;0,13;14,34;1,29;14,34
2674977;;0,00;13,67;4,09;0,00;0,00;0,66;0,75;0,18;0,00;12,33;12,33;10,72;4,76;0,00;10,72;;13,33;0,00;0,00;0,00;0,00;20,14;9,42;4,33;12,21;1,23;0,40;0,27;3,08;0,88;3,08
2675119;;0,00;;11,80;0,00;0,00;0,99;0,99;1,05;0,47;54,67;54,67;3,81;3,41;0,12;3,69;5,53;1031,89;0,00;1,00;0,00;-0,25;983,84;911,35;399,33;1031,88;0,87;0,00;0,00;11,17;0,98;11,17
2675941;;0,00;30,00;26,46;2,00;0,00;1,00;0,95;;48,64;44,33;53,00;50,64;138,76;14,81;35,83;5,53;525,45;0,00;36,67;0,00;-1,99;194,63;119,66;430,67;519,15;1,80;0,40;0,27;16,60;1,30;16,60
2676008;;0,00;;19,32;0,00;0,00;0,99;1,20;0,95;0,00;29,00;101,33;3,07;0,52;2,70;0,37;5,53;187,31;4,28;0,00;0,00;7,45;373,13;369,93;110,67;214,76;0,52;0,00;0,00;13,93;1,30;18,20
2676023;;0,00;;4,73;0,00;0,00;0,95;1,10;1,03;0,00;15,67;12,67;3,34;0,46;0,00;3,34;5,53;45,79;0,00;0,00;0,00;0,00;97,63;94,29;35,33;45,79;0,46;0,07;0,00;3,45;0,00;3,45
2676449;;0,00;2,67;3,46;0,00;0,00;1,88;1,00;;0,00;2,67;13,67;2,60;0,00;2,60;0,00;5,53;5,74;0,00;0,00;0,00;0,00;2,97;0,37;2,67;5,70;0,00;0,07;0,00;3,45;1,44;3,45
2676471;;16,67;30,33;15,93;4,00;1,00;0,99;0,92;0,93;0,31;34,33;89,67;40,84;66,42;0,00;40,84;;356,18;0,00;0,33;0,00;-1,83;445,71;404,74;127,33;;1,78;0,13;0,20;9,54;1,20;14,46
2676619;;0,00;30,33;16,77;0,00;0,00;0,99;0,99;0,90;1,98;25,00;100,00;3,48;12,63;1,56;1,92;5,53;51,91;0,00;1,00;0,00;-0,25;34,72;31,24;32,33;51,17;3,35;0,20;0,33;16,60;1,00;16,60
2677287;;0,00;30,33;;0,00;0,00;0,99;1,00;1,29;0,00;24,33;57,67;94,29;57,18;0,00;94,29;5,53;177,30;5,03;0,00;0,00;0,06;339,74;241,62;101,67;177,30;2,21;0,20;0,33;21,60;0,97;26,63
2677372;;0,00;30,00;13,26;0,00;0,00;0,97;1,00;1,20;0,66;33,00;76,67;25,40;2,91;0,82;24,58;5,53;336,73;0,00;0,67;0,00;-0,09;735,33;705,14;156,00;330,57;1,03;0,07;0,00;;1,17;3,45
2677399;;0,00;26,67;7,00;0,00;0,00;1,01;0,99;;0,00;6,33;7,67;0,00;0,00;0,00;0,00;;50,05;0,00;0,00;0,00;-0,11;90,09;90,09;35,00;;0,00;0,00;0,00;5,10;1,00;5,10
2677611;;0,00;9,67;;0,00;0,00;0,83;1,01;0,81;0,00;7,00;13,67;0,10;0,00;0,00;0,10;5,53;2,77;0,00;0,00;0,00;0,00;3,66;3,56;7,33;2,77;0,00;0,07;0,00;5,10;1,00;5,10
2677832;;0,00;25,00;32,88;0,00;0,00;1,20;1,05;0,89;0,00;24,00;46,00;200,27;480,23;0,00;200,27;5,47;648,64;0,00;0,00;0,00;2,66;278,22;77,31;202,33;634,39;7,95;0,73;0,60;8,08;0,83;8,08
2677866;;0,00;;;0,00;0,00;0,99;1,45;0,62;141,68;109,33;95,00;291,28;356,44;152,59;138,69;5,53;885,55;0,00;36,00;0,55;21,82;830,84;532,67;326,67;883,37;3,34;0,47;0,20;21,60;1,49;21,60
2677975;;0,00;29,67;4,48;0,00;0,00;0,94;0,79;1,03;0,00;22,00;49,33;9,91;0,06;2,29;7,61;5,53;253,37;0,00;0,00;0,00;0,00;245,67;235,57;138,33;253,37;0,06;0,13;0,00;3,45;1,50;3,45
2678818;;0,00;30,00;8,48;0,00;0,00;1,00;0,98;1,10;0,00;21,00;17,33;2,86;3,36;0,00;2,86;;213,04;0,00;0,00;0,00;-0,20;1050,86;1047,83;37,33;212,39;1,40;0,00;0,07;;0,00;8,08
2678951;;0,00;30,33;11,85;0,00;0,00;0,99;1,09;0,92;1,58;34,33;68,33;7,62;59,77;0,39;7,22;5,53;653,15;0,00;1,33;0,00;1,57;489,76;478,00;143,67;636,23;4,70;0,00;0,00;9,54;1,65;9,54
2678980;;0,00;30,00;38,52;0,00;0,00;0,97;0,94;;0,31;53,00;79,33;243,82;129,48;0,87;242,95;5,53;329,82;0,00;0,33;7,36;-3,51;514,47;270,35;181,33;329,82;2,52;0,47;0,47;3,45;1,11;3,45
2678985;;0,00;29,00;9,78;0,00;0,00;0,93;1,04;0,60;0,00;30,00;24,33;46,39;1,33;19,37;27,02;;131,72;0,00;0,00;0,00;0,56;323,08;276,69;67,00;131,72;0,67;0,27;0,00;9,54;0,75;9,54
2679054;;0,00;29,00;22,74;0,00;0,00;1,03;1,60;;0,00;17,00;52,33;2,28;1,98;0,00;2,28;;29,08;0,00;0,00;6,99;20,33;46,03;43,75;41,67;;0,37;0,07;0,13;9,54;1,35;9,54
2679683;;0,00;23,67;11,18;0,00;0,00;0,89;0,98;1,11;0,00;29,33;32,00;13,37;9,77;0,13;13,24;5,53;151,88;1,42;0,00;0,00;-0,33;202,16;183,87;153,67;151,88;2,44;0,07;0,07;9,54;0,67;10,96
2679711;;0,00;;20,35;0,00;0,00;1,00;1,71;1,95;0,00;23,33;61,00;29,19;26,78;0,22;28,97;5,53;255,94;0,00;0,00;1,97;21,78;455,37;422,93;96,67;277,21;3,14;0,03;0,17;5,95;1,70;5,95
2679870;;0,00;30,33;9,93;0,00;0,00;0,99;1,00;1,10;0,49;17,00;17,67;12,57;11,07;0,08;12,48;5,53;1954,11;0,00;0,33;0,04;0,04;424,67;388,89;126,33;1952,55;0,83;0,07;0,07;;1,00;9,92
2679871;;0,00;29,67;27,85;0,00;0,00;0,94;0,90;0,72;12,39;92,67;166,33;53,94;128,55;6,95;46,99;5,53;1124,42;0,00;8,00;0,00;-4,00;664,23;605,76;402,00;1114,15;2,00;0,00;0,13;21,10;0,99;25,18
2680161;;0,00;;13,81;0,00;0,00;0,99;0,98;0,92;16,32;103,00;110,33;144,53;145,82;3,11;141,42;5,50;555,67;0,00;19,33;0,00;-0,35;461,29;297,75;442,00;554,98;1,18;0,40;0,20;13,50;1,00;13,50
2680184;;0,00;30,33;19,83;0,00;0,00;0,99;1,08;1,16;0,76;49,33;72,33;24,72;34,19;0,69;24,03;5,50;449,61;0,00;1,33;0,00;2,43;1034,49;1004,79;259,67;;0,99;0,07;0,00;16,60;2,62;21,39
2680680;;0,00;;19,96;0,00;0,00;0,99;0,82;0,63;15,96;57,67;106,00;66,07;87,98;6,89;59,18;5,50;602,49;2,08;4,67;-2,04;-5,30;1282,36;1208,68;114,00;601,96;4,63;0,13;0,20;16,28;0,93;19,72
2680895;;0,00;29,33;26,12;0,00;0,00;0,92;1,63;0,72;14,89;64,00;69,33;14,13;38,91;2,24;11,88;;352,82;0,00;3,67;4,79;24,73;374,56;347,48;114,33;348,50;2,20;0,00;0,07;16,60;0,74;18,20
2681437;;0,00;29,67;9,63;0,00;0,00;1,01;1,02;;0,00;24,00;54,00;7,86;14,49;0,60;7,26;;172,73;0,00;0,00;0,00;0,29;162,48;153,07;93,00;220,36;2,25;0,03;0,03;9,60;1,50;9,60
2681492;;0,00;30,33;11,06;0,00;0,00;0,99;1,16;1,32;0,08;18,33;112,00;10,94;16,11;0,00;10,94;5,50;117,93;0,00;0,33;0,02;2,63;379,37;366,13;89,67;;2,99;0,00;0,13;8,26;1,33;10,66
2681597;;10,00;30,33;9,54;0,00;1,00;0,99;1,06;0,62;2,33;32,67;70,33;17,89;3,98;5,79;12,11;5,50;546,42;0,00;0,67;0,00;0,79;724,23;699,11;216,33;544,42;1,08;0,00;0,00;6,56;0,00;6,56
2681690;;0,00;25,33;12,36;0,00;0,00;0,91;1,00;;1,11;35,67;67,00;13,48;24,63;0,00;13,48;5,50;251,85;0,00;1,00;0,00;0,04;250,67;235,92;104,33;251,86;2,08;0,00;0,20;9,92;1,07;12,31
2681778;;0,00;;;0,00;0,00;0,99;1,07;0,81;0,00;30,00;90,67;46,43;0,14;0,32;46,11;5,50;468,59;0,00;0,00;0,00;0,00;503,69;456,92;116,67;468,59;0,10;0,13;0,00;3,08;0,99;3,08
