ID;Target;P1;P2;P3;P4;P5;P6;P7;P8;P9;P10;P11;P12;P13;P14;P15;P16;P17;P18;P19;P20;P21;P22;P23;P24;P25;P26;P27;P28;P29;P30;P31
3542329;0;0;;17,09;0;0;0,94;0,92;0,76;4,06;32;109,33;40,88;23,83;0;40,88;;434,11;0;2,33;0;-1,99;246,77;200,83;153,33;;2,01;0,13;0,07;9,54;0,25;9,54
3544052;0;0;;1,78;0;0;1;1,35;1,6;0;8,67;22,33;4,98;0,82;0;4,98;5,6;62,31;0;0;0;0;131,56;126,58;43,33;62,31;0,82;0,13;0,13;1,31;1;1,31
3545521;0;0;30,33;18,17;0;0;0,99;1,02;1,08;37,15;58;78,33;14,58;45,37;5,6;8,98;;400,8;0;5,33;0;0,42;465,44;450,02;151,67;400,8;3,57;0;0,13;14,34;1,14;14,34
3546329;0;0;20,67;12,91;0;0;0,77;1,45;0,9;0;23;50,33;20,46;28,17;0,11;20,35;5,6;96,79;0;0;0;8,8;46,9;26,44;34,67;96,79;4,05;0,33;0,2;;1;3,45
3548089;0;0;30,33;20,87;0;0;0,99;0,98;0,99;3,08;99,33;217,33;27,12;34,47;2,06;25,06;7,03;1042,48;3,56;3,33;0;0,55;779,04;742,66;651,33;1194,64;0,96;0;0;15,95;1,03;19,52
3548331;0;0;29;4,84;0;0;0,97;0,81;0,77;0;35,67;52,67;5,53;2,44;2,73;2,8;7,03;108,41;0;0;0;0;129,76;114,07;96;123,83;0,57;0;0;4,09;2,46;4,09
3548721;0;0;23;16,98;0;0;1,13;0,98;0,98;0,08;30;134,33;3,33;5,08;0,79;2,53;5,6;107,99;0;0,33;0;-0,58;85,09;81,2;50,67;101,5;0,89;0,07;0;16,6;0;16,6
3549565;1;0;16;5,46;0;0;0,06;0,63;0;3,46;6,67;0,33;2,91;3,86;2,69;0,22;5,6;48,02;0;3;0;-3,02;76,31;69,63;40,67;43,12;0,96;0;0,13;;0,8;3,45
3549717;0;0;23,33;9,56;0;0;0,77;1;0,47;0,5;16,67;33,33;8,74;1,01;0,55;8,19;5,57;59,94;0;0,67;0;-0,04;120,38;111,64;33;59,94;0,97;0,07;0;9,54;3;9,54
3549911;0;0;30,33;9,58;0;0;0,99;1;0,94;0;23,67;20,33;0,21;54,77;0;0,21;5,6;383,46;0;0;0;0,01;168,59;168,38;138,67;;2,23;0;0,2;9,54;1,37;9,54
3550389;0;0;30,33;23,09;0;0;0,99;1,06;;0;43,67;211,33;22,89;58,57;5,06;17,83;;1030,35;2,2;0;0;2,01;1867,07;1829,8;305,33;1030,36;3,64;0;0,07;16,6;1,63;23,59
3551154;1;9,09;;;2;1;0,99;1,37;1,14;156,81;44,33;112,67;157,55;165,77;143,56;13,99;7,03;402,37;0;113,33;15,73;14,02;466,99;289,53;278,33;397,81;1,41;0,4;0,53;13,96;1,31;13,96
3551209;0;0;30,33;14,67;0;0;0,99;1,02;1,1;29,93;50,33;82,67;18,46;40,84;7,99;10,47;5,6;111,95;0;21,67;0;0,4;115,46;86,42;126,33;111,96;1,2;0,2;0,2;9,54;0,87;14,46
3551707;0;0;17,33;;0;0;0,52;0,87;0,27;0;13;7,67;17,72;3,27;0;17,72;5,6;38,94;0;0;0;0;162,41;136,91;23,67;38,51;0,82;0,2;0,13;3,45;1,5;3,45
3552197;0;9,09;30,33;8,72;0;1;0,99;0,92;0,88;0;30,33;75,67;47,21;0,67;0;47,21;5,6;196,23;0;0;0;-1,04;391,45;343,44;106;196,23;0,34;0,2;0;3,45;1,33;3,45
3552643;0;0;;;0;0;1,06;0,87;0,78;1,16;40;93,67;105,97;70,06;0,22;105,75;5,6;142,89;0;1,33;-1,78;-3,38;183,04;74,21;159,67;;1,3;0,47;0,53;13,96;1,4;13,96
3552843;0;0;;19,33;1;0;0,99;1,02;;0,75;60,33;106,67;170,1;38,81;0;170,1;5,6;751,22;0;0,67;0;0,69;505,45;333,54;272,33;750,29;2,22;0,4;0;13,5;1,11;17,58
3553463;0;0;27,67;;0;0;0,94;1;0,26;0,16;24,67;28;4,27;0,16;2,6;1,67;5,6;64,29;0;0,33;0;-0,04;215,36;190,96;40,33;64,29;0,16;0;0,07;9,92;0;9,92
3556199;1;0;30;21,99;0;0;0,97;0,89;0,88;3,77;18,67;21;1,06;4,02;0;1,06;5,6;474,23;0;0,67;0;-3,76;78,27;75,9;159,33;473,33;2,36;0;0;;0,68;18,42
3556769;0;0;3;3,59;0;0;1,67;1,07;0,8;0;7;13,67;3,03;0;0;3,03;5,6;0,89;0;0;0;0;10,38;7,35;1;;0;0,2;0;3,45;0,99;3,45
3558641;0;0;30,33;;0;0;0,99;1,11;0,96;0,39;17;14,33;12,8;8,01;0;12,8;5,6;268,89;0;0,33;0;1,73;600,72;584,75;97;265,31;1,66;0;0,07;9,54;1,04;9,54
3558643;1;0;30,33;25,23;0;0;0,99;1,03;0,77;0,8;59,67;116;88,58;88,31;0,66;87,92;5,6;294,52;0;1;0;1,03;293,57;195,34;220;291,63;1,57;0,33;0,27;;1;23,99
3559928;0;0;30,33;;0;0;0,99;0,89;1,31;9,78;39,67;81,67;60,49;21,62;53,59;6,9;6,43;396,73;0;11;0;-2,08;732,02;671,07;124,67;394,23;1,63;0,07;0,07;;1,26;9,92
3560295;0;0;;20,37;0;0;0,99;0,71;0,89;6,99;60,33;20;190,04;204,72;6,41;183,63;6,43;738,63;0;5;0;-8,98;1031,13;840,68;262,67;738,18;2,35;0,27;0,33;14,34;1,09;14,34
3561007;0;0;30;31,49;0;0;0,97;0,61;0,82;0,88;85,67;145,33;33,94;14,07;2,11;31,83;7,47;536,37;0;0,67;0;-18,66;509,26;471,81;385;534,98;1,15;0;0;16,28;0,86;16,28
3561239;0;0;24,33;1,41;0;0;0,9;1,14;0,99;0;10,67;4,67;7,29;0,96;0;7,29;6,43;55,22;0;0;0;0;167,92;159,76;17;48,14;0,48;0,27;0;1,31;1,5;1,31
3561429;1;8,33;18;10,19;0;1;1,28;0,96;1,6;0;20;30;8,77;14,72;0;8,77;6,43;170,97;0;0;0,06;-0,67;173,68;161,33;60,33;170,59;11,46;0,07;0,07;9,54;0,95;9,54
3562853;1;0;29,67;18,77;0;0;0,98;0,86;0,72;1,41;30,33;77;0,92;29,66;0,68;0,24;6,43;335,03;0;0,33;0;-3,88;191,06;179,25;159,33;334,98;2,51;0;0,13;15,92;1;15,92
3562961;0;0;30,33;11,12;0;0;0,99;1,33;0,85;0;18,33;34,33;12,04;4,24;1,29;10,75;;211,25;0;0;4,79;5,57;56,2;41,36;124,33;211,26;0,63;0,27;0;9,48;2;11,08
3564596;1;0;30,33;20,27;0;0;0,99;0,78;0,89;18,01;35,33;84,67;22,16;141,46;15,01;7,16;6,43;307,1;0;8,67;0;-6,66;219,39;189,8;209,33;307,09;2,88;0,07;0,47;9,54;1,42;9,54
3569091;0;0;28,33;12,35;0;0;0,88;1,44;0,4;0,49;25,67;101,67;7;5,09;0,43;6,57;6,4;131,96;0;0,33;0;8,07;90,57;76,41;104,33;131,96;0,97;0;0;6,3;0;6,3
3570439;0;0;30,33;9,32;0;0;0,99;0,9;0,96;0;22,67;50;2,03;1,38;0;2,03;6,4;749,2;0;0;0;-1,44;845,41;837,48;163,67;827,02;1,38;0,03;0;8,87;0,74;8,87
3570797;0;0;;35,33;0;0;0,99;0,99;1,06;141,54;91;185,33;95,95;221,93;46,81;49,14;7,47;1290,34;0;46,67;0;-0,46;797,24;694,6;635,33;;2,5;0,07;0,13;30,94;0,66;35,02
3573481;0;0;21;10,47;0;0;0,9;0,63;1,42;0;16,33;91,33;26,5;0,28;8,13;18,37;6,4;38,48;0;0;0;-5,86;109,38;82,88;11;40,52;0,28;0,43;0,07;;0,06;7,42
3573748;0;0;;6,78;0;0;0,92;0,99;;0;22;37,33;12,48;0;0,41;12,07;6,4;11,65;0;0;0;-0,06;34,37;20,74;10;11,01;0;0,47;0;6,56;1,5;6,56
3574492;0;0;14;11,87;9;0;1,29;2,25;0,61;0;8;22,33;0,19;0;0;0,19;6,4;73,28;0;0;0;0;132,08;131,89;5,67;73,08;0;0,07;0;4,18;2,31;4,18
3574798;0;0;;20,53;0;0;0,89;1,01;0,65;0;47,67;194;25,58;3,08;0,22;25,36;7,47;90,13;0;0;0;0,33;103,19;71,67;49,33;;1,6;0,2;0,07;16,28;0,94;20,36
3575441;0;0;21,67;5,64;0;0;0,69;0,95;;0;14;15,67;1,02;3,47;0;1,02;6,4;96,33;0;0;0;0;80,47;78,99;30;92,31;0,94;0;0,07;3,45;0,82;3,45
3576086;0;0;30,33;;0;0;0,99;1,08;0,89;0;26;69,33;1,08;0,31;0,16;0,92;6,4;643,51;3,97;0;5,1;2,82;571,07;569,08;160,67;598,52;0,31;0;0;9,86;1,35;15,53
3576264;0;0;30,33;9,89;0;0;0,99;0,97;0,78;0,53;36,67;46,67;67,31;19,07;2,38;64,93;6,4;979,42;0;0,33;0;-0,48;873,68;786,39;267,67;978,59;1,6;0,13;0;;1,94;9,54
3576618;0;0;30,33;12,75;0;0;0,99;0,99;;1,37;47,33;86,33;21,34;4,59;2,01;19,33;6,4;619,8;0;1;0;-0,19;592,06;570,26;283,33;;0,57;0,13;0;9,92;1,2;9,92
3577171;0;0;;16,32;1;0;0,91;1;0,46;0;36,67;100,33;2,27;1,67;0;2,27;;206,14;0;0;0;-0,06;114,82;109,03;94,67;206,13;0,65;0;0;16,28;2,51;16,28
3577871;0;0;24,67;8,59;0;0;1,05;1,13;1,1;0,68;25;243;9,83;6,19;0;9,83;6,4;208,15;1,06;0,67;0;1,66;162,64;152,08;183;206,84;0,92;0;0;;2,1;5,38
3577887;0;0;;21,36;0;0;0,99;0,93;0,88;14,98;152,67;67,33;82,62;126,58;10,22;72,41;6,4;1305,33;0;12;0;-2,23;1048,63;952,46;853,33;1304,68;1,23;0;0;14,34;1,13;18,42
3578125;0;0;27;7,47;0;0;0,93;0,74;0,75;3,61;73,67;58,67;6,63;4,01;3,37;3,27;6,4;245,94;0;1,33;-1,57;-2,95;208,92;200,83;150;;1,92;0;0;4,32;0,86;4,32
3578396;0;0;;28,81;0;0;0,99;1,13;1,31;1,12;41,33;107,33;11,65;1,47;1,46;10,19;6,4;232,9;0;0,67;0,08;5,43;392,14;344,18;105,33;294,99;0,98;0;0;13,78;1,44;13,78
3579415;0;0;30,33;18,69;0;0;0,99;0,99;;4,44;37,67;46,67;23,08;24,5;12,44;10,64;6,37;194,46;0;4,67;0;-0,4;342,71;317,04;143,33;193,99;1,31;0,13;0,07;14,34;3;18,42
3581315;0;0;29;10,32;0;0;0,93;0,92;;0;65,67;23,67;70,54;24,93;12,02;58,53;6,37;179,56;0;0;-0,08;-1,17;465,42;381,89;130;179,56;2,01;0,2;0,07;9,54;0,69;9,54
3581537;1;0;19,33;15,65;0;0;1,4;0,89;1,54;26,91;18,67;21;41,07;94,51;6,58;34,48;;176,82;0;9;0;-2,53;94,19;8,39;64,33;176,66;2,63;0,67;0,53;13,96;1,69;13,96
3581855;1;0;30,33;10,23;0;0;0,99;1;;0,12;20,67;45;46,46;47,78;1,1;45,36;;615,41;0;0,33;-0,37;0,04;363,22;309,11;157,33;;2,98;0,2;0,2;9,54;1,03;9,54
3582175;0;0;;7,59;0;0;0,91;1,1;1,21;0;29,67;66,33;14,82;7,67;0,34;14,47;;81,41;0;0;0;1,17;69,68;53,72;42,67;80,23;1,83;0,13;0,13;;1;7,2
3582353;0;0;25,67;;0;0;0,97;1,45;1,57;0;18,67;15;9,94;39,29;0,1;9,84;;227,93;2,4;0;0;6,49;129,38;116,12;56;226,97;5,23;0,13;0,33;3,08;1,5;5,48
3586973;1;0;28,33;22,23;1;0;1,06;0,82;0,88;1,12;62,67;152;15,17;26,33;0,58;14,59;2,53;415,37;0;1;0;-5,87;192,65;175,88;298,33;;1,06;0,07;0;4,71;0,86;4,71
3587456;0;0;30,33;6,79;0;0;0,99;0,73;0,82;0;16;28;1,08;19,48;1,03;0,05;2,53;703,17;0;0;0;-2,75;398,51;391,36;149,67;;18,72;0;0,03;5,58;1,29;5,58
3587814;0;22,22;30,33;14,62;0;1;0,99;1,01;;0,26;107,33;76;293,73;20,62;0,45;293,28;2,53;514,95;0;0,67;0;0,15;769,1;460,2;406,67;496,77;1,24;0,27;0;;1,47;14,46
3591154;0;9,09;21;14,45;0;1;1,05;1,01;1,33;0;24,33;135,67;0,16;0;0;0,16;2,53;92,59;0;0;0;0,14;35,53;35,22;20;92,59;0;0;0;;0,86;14,34
3593216;0;0;29,33;4,54;0;0;0,95;0,99;;0,09;18,33;29,33;9,83;0,36;6,21;3,62;2,53;41,16;0;0,33;0;0;62,14;51,8;44,33;41,16;0,29;0,27;0;4,32;1,47;4,32
3594092;1;0;28,67;14,38;0;0;0,98;1;0,87;0;22,67;23,67;34,57;6,89;0;34,57;;86,97;0;0;0;0,06;249,23;214,22;45;86,97;4,73;0,27;0,13;14,34;0,44;14,34
3596120;0;0;30,33;20,2;0;0;0,99;0,66;0,94;64,04;47,33;65,67;75,5;114,44;9,64;65,86;2,53;703,47;0;4;-0,83;-10,42;1132,61;1057,11;143,33;703,35;6,64;0;0,07;;1,37;9,54
3598826;1;0;26,33;9,85;0;0;1,1;0,82;1,23;0;18,67;25,33;0,91;0,27;0,07;0,84;2,53;186,68;0;0;0;-2,59;51,32;50,28;56,33;186,68;0,27;0;0;8,08;0,72;8,08
3603714;1;0;;;21;0;1,09;0,52;0,09;0,42;10;25;3,26;0,48;0,39;2,86;2,53;88,71;0;0,33;-7,27;-6,67;63,02;59,77;50,33;88,71;0,48;0,33;0,13;4,18;0;4,18
3607197;0;0;30,33;18,59;0;0;0,99;1,27;0,88;0;17,67;36,67;37,71;2,32;0;37,71;2,53;130,46;6,82;0;0;7,65;129,83;89,88;152,33;;0,68;0,13;0;8,26;1,2;15,07
3610280;0;0;9,33;13,15;0;0;0,54;1,12;0,96;0;18,67;12;18,36;13,11;0;18,36;2,53;25,01;0;0;0;2,34;58,26;37,09;50,67;25,01;0,6;0,27;0,47;;0;14,71
3610669;0;0;30,33;30,59;0;0;0,99;0,92;;4,29;68,67;112,33;128,76;217,6;3,2;125,56;2,53;460,45;1,92;2;-2,39;-3,64;1163,98;1031,32;156,33;547,22;6,35;0,17;0,3;16,91;0,62;20,42
3610855;0;0;30,33;;8;0;0,99;1,07;1,09;6,05;35,67;108;1,62;44,02;1,28;0,33;;428,81;0;3;4,79;1,86;638,39;636,77;136,33;420,87;2,74;0;0,13;8,93;1,48;10,53
3611142;1;0;28,67;15,09;0;0;1,01;1,03;1,19;45,77;37,33;97,33;77,53;63,89;20,11;57,43;;207,41;0;24,33;-4,79;0,7;256,01;174,29;59;207,41;2,04;0,33;0,47;8,82;1;12,01
3611310;0;0;24;3,59;0;0;0,96;0,96;0,94;0;6,33;14,33;2,04;0;0;2,04;5,73;19,57;0;0;0;0;59,53;57,41;24;19,57;0;0,07;0;3,45;0;3,45
3611360;0;0;29,67;19,63;0;0;0,98;0,87;1,03;2,12;39,33;59;41,93;51,03;8,59;33,34;;427,03;1,42;1,33;1,36;-3,86;250,03;200,91;159;427,03;2,01;0,2;0,2;;0,84;8,62
3612782;0;0;27,33;23,52;0;0;1,02;1,88;0,88;0,59;37,33;63;11,74;14,19;0,64;11,09;5,73;186,95;1,06;0,67;19,24;31,14;115,1;86,58;189,67;186,95;8;0,07;0,07;9,54;1,56;10,6
3613146;1;0;30,33;11,93;0;0;0,99;1,11;0,69;7,72;120,33;96;59,26;32,79;26,44;32,82;5,73;323,87;0;4,67;2,19;2,02;566,96;462,11;424,33;323,18;1,15;0,07;0;9,92;0,77;9,92
3613350;0;0;30,33;;2;0;0,99;1,13;1,16;4,76;51;58;4,88;12,58;2,62;2,26;7,2;353,75;0;4;8,08;5,24;414,53;400,09;226,33;345,78;2,85;0;0;20,26;1,01;20,26
3613613;0;0;30,33;9,63;0;0;0,99;0,99;1,18;4,99;33,33;23;6,83;45,45;1,08;5,76;;1591,27;0;3,67;0;-0,14;150,21;143,38;319,33;1586,14;0,85;0,07;0,07;;1,03;9,54
3614383;0;0;17,67;4,71;0;0;1,08;1,17;;0;12,33;31;6,23;1,94;0;6,23;5,73;86,19;0;0;0;0;180,27;174,03;14,67;86,19;0,97;0,07;0;4,32;1,5;4,32
3615267;0;0;30;23,99;0;0;1;0,87;0,89;0;44,67;52,33;31,14;184,82;0;31,14;5,73;424,82;0;0;-4,83;-4,6;643,26;608,19;245,33;424,76;3,59;0,2;0,2;13,5;0,93;13,5
3615293;0;11,11;;14,31;0;1;0,97;0,98;1,18;9,99;68;83,67;73,91;153,13;10,78;63,12;5,73;254,03;0;13,33;0;-0,52;148,95;71,68;280;251,34;0,94;0,4;0,73;13,96;0,85;13,96
3615420;0;0;30;;0;0;0,97;1,04;0,85;5,48;116,33;198,33;188,56;257,67;5,21;183,35;7,2;1273,11;0;2,33;0;1,75;972,85;779,13;641,67;;1,64;0,2;0,2;;1,14;21,6
3616435;0;0;30,33;17,95;0;0;0,99;0,78;0,76;57,69;168,33;76,67;106,04;114,31;35,57;70,48;5,73;773,37;4,94;66,67;-3,83;-5,82;981,78;862,82;809,33;936,27;0,97;0;0,07;9,75;0,94;14,69
3616856;0;0;30,33;20,48;0;0;0,99;0,94;1,02;22,97;51;95,67;140,45;203,33;1,63;138,82;5,73;1208,12;3,97;2,67;0;-1,96;998,5;857,32;313;1203,53;6,38;0,2;0,2;9,54;1,27;18,42
3617523;1;0;30,33;39,81;0;0;0,99;0,94;;1,74;68,33;191,67;285,17;21,79;12,22;272,95;5,73;430,2;7,79;2,67;0;-3,37;823,46;537,18;274;428,68;0,92;0,2;0;31,6;1,11;39,39
3617991;0;0;27,67;;0;0;0,94;0,41;0,67;0,08;65,67;178;54,65;134,23;2,91;51,74;5,73;572,05;0;0,33;-30,61;-73,67;393,94;335,28;292,67;674,59;2,5;0,2;0,2;18,95;0,87;20,8
3619454;0;0;30,33;15,02;0;0;0,99;1;;0,73;68;81,67;43,08;1,76;3,31;39,77;;43,83;0;1;0;0,05;279,58;210,75;148;42,89;0,5;0,07;0;9,92;0;14,71
3619572;0;0;30,33;;0;0;0,99;0,97;0,92;2,11;44,33;109,67;9,96;24,81;2,22;7,74;5,73;937,62;0;2,33;0;-0,71;295,33;283,12;273,33;917,45;1,66;0;0;9,54;0,99;14,46
3620837;0;0;30;;0;0;0,97;1,11;0,53;7,99;36,33;112,33;50,45;35,86;5,48;44,97;5,7;94,42;0;7;1,93;1,78;240,77;186,97;99;94,42;0,97;0,2;0,33;9,54;1,09;9,54
3621694;0;0;30,33;26,44;0;0;0,99;0,95;;0,17;28,67;130,67;44,62;31,93;1,08;43,54;7,2;184,28;2,2;0,33;0;-2,14;162,46;117,23;64;;0,94;0,33;0,47;13,5;1,04;19,78
3621864;1;0;29,67;19,24;3;0;0,94;0,85;0,5;4,73;42,33;92;74,32;84,69;2,22;72,11;5,7;567,34;0;2,67;-2,64;-4,53;435,21;330,29;305;651,73;2,44;0,18;0,08;9,67;0;9,67
3623578;0;0;;9,97;0;0;0,99;1,48;;0;15,33;29,33;5,37;9,17;0;5,37;5,7;113,44;0;0;4,79;7,11;90,04;83,96;79,33;113,44;1,91;0,13;0,13;8,38;1,2;9,97
3623630;1;0;30,33;24,93;0;0;0,99;0,74;1,04;0;14,33;73;88,27;316,27;0;88,27;;327,45;0;0;0,92;-9,63;112,48;23,39;110,33;327,45;3,32;0,47;0,73;16,28;0,8;16,28
3624340;0;0;30,33;;0;0;0,99;1;1,04;0,36;54,67;60,67;3,94;25,81;0,09;3,84;5,7;655,62;0;0,67;-0,81;-0,05;440,41;434,01;338;654,49;2;0;0;;0,94;9,54
3624548;0;0;6,33;9,62;0;0;1,26;1,15;1,27;0,07;16,33;16;1,88;13,82;0,47;1,41;5,7;62,74;0;0,33;0;1,85;73,57;71,38;49;;2,97;0;0,16;6,68;3;6,68
3624725;0;0;29,33;9,92;0;0;1,02;1;1,23;0,28;28;29;34,21;12,16;3,89;30,32;;211,74;0;1;0;0;260,33;225,63;150,67;;0,67;0,2;0,07;;1,8;9,92
3625362;0;0;15;4,82;0;0;0,87;0,98;1,19;0;19;95;2,85;0,41;1,67;1,18;5,7;5,19;0;0;0;0;34,14;25,97;7;5,19;0,41;0,13;0,07;4,71;1,5;4,71
3625473;1;0;27,67;14,15;0;0;0,98;0,99;0,07;12,28;16;26;2,13;112,96;0;2,13;7,2;144,35;0;3;0;-0,29;92,53;84,18;24,33;144,31;9,01;0,07;0,6;13,96;1,25;13,96
3626583;0;0;28,33;13,51;0;0;0,95;0,71;0,95;0;21;74,33;213,13;149,03;0;213,13;;412,77;0;0;0;-5,95;443,74;230,32;60;408,93;6,76;0,53;0,33;8,08;0,43;8,08
3626769;1;0;29,33;24,62;0;0;0,95;1,04;1,25;1,26;27,33;131;4,76;2,96;0,86;3,9;5,7;116,49;0;0,33;0;1,4;129,07;115,13;68;116,49;0,52;0;0,13;3,45;1,03;3,45
3627731;0;0;29,33;18,86;0;0;0,92;1,18;0,66;0;40,67;61,33;53,1;66,67;0,7;52,4;5,7;369,46;0;0;0;5,13;475,74;419,51;180;365,77;1,24;0,07;0,27;;0,84;14,46
3628370;1;0;30,33;18,49;0;0;0,99;1;0,75;0,17;26,33;58,33;8,55;84,03;0,21;8,34;5,7;977,64;0;0,67;0;-0,04;744,03;734,43;288,67;977,64;1,66;0;0,13;14,34;1,01;18,42
3628674;0;0;;15,24;0;0;1,23;1,05;1,09;0;28,33;63;0,67;0,22;0;0,67;5,7;466,49;0;0;0;1,26;106,21;98,03;249,67;460,66;0,22;0;0;9,54;0,33;14,46
3628773;0;0;30,33;27,01;0;0;0,99;0,94;0,81;0;41,67;188;23,51;68,59;0;23,51;5,7;234,08;0;0;0;-2,37;311,26;286,12;86,33;228,1;3,31;0,07;0,4;9,92;1;14,71
3630116;1;0;;32,58;0;0;0,99;0,88;0,74;46,24;28;166,67;87,87;125,11;6,19;81,68;5,7;145,22;0;10,33;0;-5,97;110,34;13,22;95,33;141,56;2,55;0,6;0,8;16,6;1,13;16,6
3630124;0;0;30,33;13,5;0;0;0,99;1;1,59;0;31;61,33;4,52;4,29;0;4,52;;82,91;0;0;0;0;65,58;57,82;87,33;82,91;0,73;0,07;0,07;13,5;1,32;13,5
3632178;1;0;;;0;0;1,07;0,76;0,76;1,53;39;81,67;7,27;1,77;1,49;5,78;5,7;200,04;0;1,67;0;-4,7;300,62;287,52;144;200,04;0,62;0;0;;0,75;9,7
3632373;0;0;30,33;3,83;8;0;0,99;1,25;1,25;3,52;30;52,67;6,72;408,76;5,17;1,55;5,7;884,65;0;2,33;0;0;485,38;477,11;382,67;884,65;4,53;0;0,27;;0;3,13
3632458;0;0;30,33;11,54;0;0;0,99;1,28;1,05;0,43;32,67;54,33;8,5;8,97;6,03;2,47;5,7;522,38;0;0,67;4,79;4,85;705,74;697,24;220,67;521,33;1,04;0,07;0;9,92;1,33;11,52
3632482;0;0;30,33;21,3;0;0;0,99;0,96;0,5;24,86;124,67;162,67;143,22;123,11;4,49;138,72;5,7;993,06;0;10;0;-1,41;895,72;733,12;534;985,11;1,94;0,2;0,13;16,28;1,03;20,36
3633309;0;0;12,33;3,45;0;0;0,65;1;1,04;0;5,67;9;0;0;0;0;;13,02;0;0;0;0;18,15;16,42;11,67;13,02;0;0;0;;1,5;3,45
3633589;0;0;21,33;4,27;0;0;0,89;0,92;0,56;0;10,67;5,33;0,32;2,29;0,07;0,25;5,7;21,94;0;0;0;0;37,76;37,33;18;;0,55;0;0,27;3,08;1;3,08
3635292;0;0;30,33;4,9;0;0;0,99;0,88;1,21;0;13,33;19;3,24;3,58;0,36;2,88;5,7;275,68;0;0;0;0;425,33;422,01;146;274,93;0,64;0,2;0,07;3,45;0,75;3,45
3638989;0;0;26,67;10,14;0;0;1,13;1,11;0,95;24,69;13,33;51;3,43;25,5;3,37;0,06;2,47;124,32;0;12;0,1;1,64;46,98;38,43;86;124,32;1,28;0,07;0,27;9,54;0,93;9,54
3639341;0;0;30,33;12,73;0;0;0,99;1;1,01;0,27;32,67;85,67;21,28;8,34;0;21,28;2,47;47,89;0;0,67;0;0,04;87,75;64,54;66,33;47,07;1,04;0,27;0,27;;1;12,72
3642095;1;0;18,67;3,52;0;0;1,02;1,03;0,71;0,01;6,67;9,67;0,13;0,01;0,13;0;2,47;41,47;0;0,33;0;0;96,22;95,74;19,67;41,47;0,01;0,07;0,07;3,45;3;3,45
3645353;1;0;11,33;15,56;12;0;0,53;0,91;0;0;1;0;0;0;0;0;;2,19;0;0;0;-2,17;4,39;0;23;2,19;0;0;0;15,56;1;15,56
3649852;1;0;28,33;14,16;4;0;0,88;0,99;1,1;30,14;22;14,33;23,57;161,46;2,43;21,14;2,47;391,73;0;22,33;0;-0,3;140,68;108,63;90,33;391,12;5,43;0,27;0,4;13,96;1,13;13,96
3650160;1;0;28;22,95;0;0;0,89;0,69;1,05;124,08;28;41,33;29,24;143,39;26,27;2,97;2,47;401,74;5,75;18;0;-10,83;208,5;177,37;123;500,1;5,51;0,17;0,43;11,07;0,72;16,83
3655651;1;0;29,67;18;0;0;0,98;1,02;1,08;0;37,33;37,33;19,77;69,64;6,33;13,43;2,47;392,86;0;0;0;0,61;347,2;326,62;165,67;392,18;1,61;0,07;0,2;;1,06;17,58
3658066;0;0;21,33;13,59;18;0;1,08;1,13;0,57;0;20;40;34,45;22,08;0;34,45;;167,22;0,83;0;0;2,59;136,27;95,78;96,67;167,22;1,99;0,27;0,27;7,42;0,97;13,16
3659698;0;0;26,67;4,92;0;0;1,05;0,96;1,45;0;19,67;37;2,77;1,73;1,17;1,61;2,47;75,63;0;0;0;0;61,76;53,78;63,67;73,45;1,38;0,07;0,07;3,45;1;3,45
3660547;0;0;6;8,1;2;0;1,17;1;;0;4,33;13,67;0,2;0,23;0;0,2;2,47;11,77;0;0;-0,03;-0,03;16,64;16,44;5,67;11,77;0,17;0,07;0,2;8,08;1,01;8,08
3660619;1;0;20,67;6,39;0;0;1,21;0,93;;9,09;13,67;15,67;14,41;11,58;1,37;13,04;2,47;39,81;0;2,33;0;-0,66;65,9;48,69;23,67;37,82;3,66;0,27;0,47;3,45;1,11;3,45
3660896;1;0;30,33;15,45;0;0;0,99;0,98;0,74;80,48;31,33;37,33;32,98;87,58;28,78;4,2;2,47;207,98;0;27,67;0;-0,56;323,21;275,24;83,33;205,18;2,56;0,27;0,4;14,34;0,7;14,34
3661171;0;0;30,33;23,3;9;0;0,99;1,04;0,65;24,91;41;183;85,12;64,92;14,42;70,7;2,47;455,1;0;9,67;1,81;1,31;852,13;766,34;206;453,62;2,58;0,2;0,2;16,28;0,84;16,28
3662172;0;11,11;30,33;42,24;0;1;0,99;0,69;1;1,81;39;94;84,76;141,04;5,81;78,96;2,47;665,81;0;2,33;-25,79;-19,81;461,66;376,58;307,33;660,17;3,28;0,27;0,33;16,6;0,86;16,6
3664071;0;0;30,33;15,87;1;0;0,99;1,3;1,11;0,31;43,67;28,33;44,26;25,41;0,65;43,61;6,03;304,8;2,2;0,67;0;7,2;567,72;522,74;175;;1,13;0,07;0,07;9,54;1,04;11,74
3664292;1;0;28;3,45;0;0;0,82;1;0,62;0;4,67;7,33;0;0;0;0;6,03;322,54;0;0;0;0;738,33;738,33;15,67;321,86;0;0;0;;1;3,45
3664579;1;22,22;27,67;10,83;0;1;1,08;1,02;0,77;1,19;45,33;70,67;19,11;66,59;0;19,11;6,03;586,15;0;2;0;0,28;269,59;250,48;345,33;581,11;2,09;0,13;0,2;9,54;1,39;9,54
